id,Timestamp,Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Ad Topic Line,gender,Country,Clicked
1346,2016-01-23 17:39:06,39.25,39,62378.05,152.36,Customer-focused incremental system engine,0,Mayotte,1
1347,2016-01-23 18:59:21,62.14,41,59397.89,110.93,Upgradable multi-tasking initiative,1,Angola,1
1348,2016-01-23 21:15:57,39.19,54,52581.16,173.05,Stand-alone empowering benchmark,0,Guatemala,1
1349,2016-01-24 01:53:14,73.94,26,55411.06,236.15,Front-line non-volatile implementation,1,Isle of Man,0
1350,2016-01-24 01:53:14,83.4,42,,138.87,Exclusive cohesive intranet,1,Eritrea,1
1351,2016-01-24 13:41:38,67.39,44,51257.26,107.19,Realigned intermediate application,0,Armenia,1
1352,2016-01-25 07:39:41,48.09,52,,181.25,Reverse-engineered well-modulated capability,0,Martinique,1
1353,2016-01-25 07:39:41,43.77,52,49030.03,138.55,Synergized hybrid time-frame,1,Portugal,1
1354,2016-01-25 07:52:53,73.1,28,57014.84,242.37,Universal asymmetric archive,0,Israel,0
1355,2016-01-26 02:47:17,87.35,35,58114.3,158.29,Cloned dedicated analyzer,1,Gibraltar,0
1356,2016-01-26 03:56:18,37.47,44,45716.48,141.89,Realigned content-based leverage,1,Czech Republic,1
1357,2016-01-26 15:56:55,89.0,37,52079.18,222.26,Devolved regional moderator,1,Cyprus,0
1358,2016-01-27 12:38:16,76.02,22,46179.97,209.82,Business-focused value-added definition,0,Bouvet Island (Bouvetoya),0
1359,2016-01-27 14:41:10,45.17,48,34418.09,132.07,Down-sized background groupware,1,Palau,1
1360,2016-01-27 16:06:05,72.82,34,75769.82,191.82,User-centric discrete success,1,Czech Republic,0
1361,2016-01-27 16:06:05,74.61,37,,244.23,Innovative regional structure,0,Niue,1
1362,2016-01-27 17:08:19,85.37,36,66262.59,194.56,Front-line system-worthy flexibility,1,Netherlands Antilles,0
1363,2016-01-27 17:08:19,89.34,57,,223.93,Enhanced system-worthy toolset,1,Luxembourg,1
1364,2016-01-27 17:55:44,81.58,41,55479.62,248.16,Cloned explicit middleware,0,Moldova,0
1365,2016-01-27 17:55:44,37.75,49,,125.45,Public-key solution-oriented focus group,0,Guam,0
1366,2016-01-27 18:25:42,44.73,35,55316.97,127.56,Object-based neutral policy,1,Guam,1
1367,2016-01-27 20:47:57,84.29,41,60638.38,232.54,Re-contextualized systemic time-frame,0,Niue,0
1368,2016-01-28 07:10:29,58.6,50,45400.5,113.7,Organic asynchronous hierarchy,0,Samoa,1
1369,2016-01-28 11:50:40,36.87,36,29398.61,195.91,Self-enabling incremental collaboration,0,Anguilla,1
1370,2016-01-28 16:42:36,39.5,31,49911.25,148.19,Operative multi-tasking Graphic Interface,1,Micronesia,1
1371,2016-01-28 16:42:36,79.15,20,,228.81,Reactive impactful challenge,1,Taiwan,1
1372,2016-01-28 17:03:54,52.13,50,40926.93,118.27,Open-source even-keeled database,1,Ethiopia,1
1373,2016-01-28 20:59:32,88.91,33,53852.85,208.36,Enhanced dedicated support,0,Myanmar,0
1374,2016-01-29 00:45:19,49.13,32,41097.17,120.49,Optimized intermediate help-desk,0,Fiji,1
1375,2016-01-29 03:54:19,41.28,50,50960.08,140.39,Universal 24/7 implementation,0,Equatorial Guinea,1
1376,2016-01-29 05:39:16,43.83,45,35684.82,129.01,Total human-resource flexibility,0,Saudi Arabia,1
1377,2016-01-29 07:14:04,73.15,25,64631.22,211.12,Face-to-face executive encryption,1,Libyan Arab Jamahiriya,0
1378,2016-01-29 20:16:54,73.27,32,67113.46,234.75,Streamlined analyzing initiative,1,Martinique,0
1379,2016-01-30 00:05:37,88.82,36,58638.75,169.1,Assimilated discrete strategy,0,Slovakia (Slovak Republic),0
1380,2016-01-30 04:38:41,73.3,36,68211.35,135.72,Adaptive asynchronous attitude,1,Hungary,1
1381,2016-01-30 09:54:03,43.97,36,68863.95,156.97,User-friendly grid-enabled analyzer,1,Indonesia,1
1382,2016-01-30 16:10:04,75.32,45,,152.36,Virtual bandwidth-monitored initiative,1,Kazakhstan,1
1383,2016-01-30 16:10:04,78.11,27,63296.87,209.25,Progressive analyzing attitude,1,Moldova,0
1384,2016-01-30 16:15:29,74.49,28,58996.12,237.34,Persevering eco-centric flexibility,0,Peru,0
1385,2016-01-30 19:20:41,55.39,37,23936.86,129.41,Customizable multi-tasking website,0,Palestinian Territory,1
1386,2016-01-30 19:20:41,69.96,51,,148.61,Total cohesive moratorium,1,Albania,0
1387,2016-01-31 04:10:20,80.91,32,61608.23,231.42,Enterprise-wide bi-directional secured line,0,Cuba,0
1388,2016-01-31 05:12:44,87.18,31,58287.86,193.6,Right-sized logistical middleware,0,Madagascar,0
1389,2016-01-31 06:14:10,78.19,30,62475.99,228.81,Triple-buffered needs-based Local Area Network,0,Libyan Arab Jamahiriya,0
1390,2016-01-31 08:50:38,52.7,41,41059.64,109.34,Team-oriented high-level orchestration,1,Zambia,1
1391,2016-01-31 08:50:38,45.96,30,,190.17,Mandatory disintermediate info-mediaries,0,Lebanon,1
1392,2016-01-31 09:57:34,74.27,37,65180.97,247.05,Monitored executive architecture,1,Burkina Faso,0
1393,2016-02-01 00:52:29,82.79,34,47997.75,132.08,Team-oriented zero-defect initiative,0,American Samoa,1
1394,2016-02-01 09:00:55,46.13,31,60248.97,139.01,Customer-focused optimizing moderator,0,Bouvet Island (Bouvetoya),1
1395,2016-02-01 14:37:34,40.17,26,47391.95,171.31,Visionary asymmetric encryption,1,Japan,1
1396,2016-02-01 17:24:57,51.63,51,42415.72,120.37,Expanded intangible solution,1,Mongolia,1
1397,2016-02-01 19:42:40,67.58,41,65044.59,255.61,Focused high-level conglomeration,1,Mayotte,0
1398,2016-02-01 20:30:35,52.62,50,73863.25,176.52,Enterprise-wide foreground emulation,0,Seychelles,1
1399,2016-02-02 04:57:50,89.8,36,57330.43,198.24,User-centric attitude-oriented adapter,0,Lesotho,0
1400,2016-02-02 08:55:26,59.21,35,73347.67,144.62,Managed disintermediate matrices,1,Liechtenstein,1
1401,2016-02-02 11:49:18,83.97,40,66291.67,158.42,Progressive asynchronous adapter,1,Croatia,0
1402,2016-02-02 19:59:17,57.2,34,,234.81,Enhanced tertiary utilization,1,Somalia,1
1403,2016-02-02 19:59:17,36.62,32,51119.93,162.44,Customer-focused solution-oriented software,1,Poland,1
1404,2016-02-03 04:21:14,73.88,31,,135.51,Upgradable heuristic system engine,1,Jamaica,0
1405,2016-02-03 04:21:14,41.89,38,68519.96,163.38,Compatible systemic function,0,Cyprus,1
1406,2016-02-03 05:47:09,37.05,39,49742.83,142.81,Automated object-oriented firmware,1,Antigua and Barbuda,1
1407,2016-02-03 05:47:09,65.56,41,,152.24,Open-architected needs-based customer loyalty,1,Bosnia and Herzegovina,0
1408,2016-02-03 07:59:16,56.14,38,32689.04,113.53,Devolved tangible approach,1,Ireland,1
1409,2016-02-03 10:40:27,82.12,52,28679.93,201.15,Fully-configurable client-driven customer loyalty,1,Germany,1
1410,2016-02-03 15:15:42,89.66,34,52802.58,171.23,Advanced didactic conglomeration,1,Armenia,0
1411,2016-02-03 16:54:33,42.04,49,67323.0,182.11,Organic logistical adapter,0,Qatar,1
1412,2016-02-03 19:12:51,56.3,49,67430.96,135.24,Fully-configurable high-level implementation,1,New Caledonia,1
1413,2016-02-03 22:11:13,56.56,26,68783.45,204.47,Compatible composite project,1,Grenada,0
1414,2016-02-03 23:47:56,71.89,23,61617.98,172.81,Function-based transitional complexity,1,Kuwait,0
1415,2016-02-04 02:13:52,72.08,32,,195.56,Distributed tertiary system engine,0,Christmas Island,1
1416,2016-02-04 02:13:52,80.46,27,61625.87,207.96,Digitized zero administration paradigm,1,Costa Rica,0
1417,2016-02-04 03:10:17,54.55,44,41547.62,109.04,Re-engineered optimal policy,0,Canada,1
1418,2016-02-04 08:53:37,46.88,54,43444.86,136.64,Virtual scalable secured line,0,Singapore,1
1419,2016-02-04 13:30:32,77.65,27,63274.88,212.79,Horizontal client-driven hierarchy,0,Papua New Guinea,0
1420,2016-02-05 15:26:37,43.41,28,59144.02,160.73,Customer-focused zero-defect process improvement,0,Egypt,1
1421,2016-02-05 16:50:58,68.1,40,74903.41,227.73,Reactive composite project,1,Honduras,0
1422,2016-02-05 19:06:01,83.86,31,64122.36,190.25,Up-sized executive moderator,0,Gibraltar,0
1423,2016-02-06 17:48:28,61.82,59,57877.15,151.93,Open-architected needs-based customer loyalty,1,Barbados,1
1424,2016-02-06 17:48:28,71.14,50,,130.83,Self-enabling local strategy,0,Jersey,0
1425,2016-02-06 23:08:57,83.67,44,60192.72,234.26,Upgradable system-worthy array,1,Saint Helena,0
1426,2016-02-07 07:41:06,75.84,21,48537.18,186.98,Reactive bi-directional workforce,0,Cyprus,0
1427,2016-02-07 08:02:31,56.04,49,65120.86,128.95,Decentralized real-time circuit,1,Netherlands,1
1428,2016-02-07 17:06:35,58.21,37,47575.44,105.94,Open-source global strategy,0,Djibouti,1
1429,2016-02-08 00:23:38,81.38,31,64929.61,212.3,Balanced dynamic application,0,Saint Helena,0
1430,2016-02-08 07:33:22,73.94,28,,187.76,Streamlined logistical secured line,1,Turkmenistan,1
1431,2016-02-08 07:33:22,72.55,22,58953.01,202.34,Balanced empowering success,0,Bosnia and Herzegovina,0
1432,2016-02-08 10:46:14,48.53,28,38067.08,134.14,Ameliorated client-driven forecast,1,Tuvalu,1
1433,2016-02-08 14:02:22,39.76,28,35350.55,196.83,Integrated maximized service-desk,1,Liberia,1
1434,2016-02-08 22:45:26,59.01,30,75265.96,178.75,Focused multimedia implementation,1,Philippines,1
1435,2016-02-09 05:28:18,38.96,34,,190.71,Stand-alone eco-centric system engine,1,Brunei Darussalam,1
1436,2016-02-09 05:28:18,65.82,39,76435.3,221.94,Reactive demand-driven capacity,0,Ukraine,0
1437,2016-02-09 07:21:25,49.84,39,45800.48,111.59,Reduced multimedia project,0,Samoa,1
1438,2016-02-09 19:37:52,68.88,37,78119.5,179.58,Advanced 5thgeneration capability,0,Belgium,0
1439,2016-02-09 22:04:54,68.18,21,48376.14,218.17,Switchable 3rdgeneration hub,1,Czech Republic,0
1440,2016-02-09 23:38:30,76.64,39,66217.31,241.5,Reverse-engineered web-enabled support,1,Poland,0
1441,2016-02-10 06:37:56,58.18,25,69112.84,176.28,Polarized analyzing concept,1,New Zealand,0
1442,2016-02-10 06:52:07,72.04,22,60309.58,199.43,Realigned systematic function,0,Rwanda,0
1443,2016-02-10 08:21:13,86.76,28,48679.54,189.91,Object-based leadingedge complexity,0,Syrian Arab Republic,0
1444,2016-02-10 13:46:35,73.94,27,68333.01,173.49,Function-based incremental standardization,0,Myanmar,0
1445,2016-02-10 15:23:17,42.44,56,43450.11,168.27,Profit-focused attitude-oriented task-force,0,Tajikistan,1
1446,2016-02-10 19:20:51,78.7,30,53441.69,133.99,Compatible intangible customer loyalty,0,Turkey,1
1447,2016-02-10 20:43:38,45.82,27,64410.8,171.24,Expanded full-range synergy,1,Eritrea,1
1448,2016-02-10 20:43:38,36.91,39,,161.16,Enterprise-wide foreground emulation,0,Namibia,1
1449,2016-02-11 02:40:02,58.22,29,37345.24,120.9,User-friendly client-server instruction set,0,South Africa,1
1450,2016-02-11 04:37:34,69.0,32,72683.35,221.21,Virtual composite model,1,Trinidad and Tobago,0
1451,2016-02-11 11:50:26,87.16,33,60805.93,197.15,Reduced holistic help-desk,0,China,0
1452,2016-02-11 13:26:22,80.47,25,57519.64,204.86,Reduced global support,0,Niger,0
1453,2016-02-11 13:26:22,84.59,36,,245.89,Mandatory empowering focus group,1,China,1
1454,2016-02-11 16:45:41,55.74,37,26130.93,124.34,Networked asymmetric infrastructure,1,Hong Kong,1
1455,2016-02-11 17:02:07,50.78,51,49957.0,122.04,Vision-oriented asynchronous Internet solution,0,Liberia,1
1456,2016-02-11 20:45:46,43.07,36,60583.02,137.63,Monitored zero administration collaboration,1,Turkey,1
1457,2016-02-11 21:49:00,72.97,30,71384.57,208.58,Fundamental modular algorithm,1,Lebanon,1
1458,2016-02-11 23:45:01,64.2,27,66200.96,227.63,Phased zero tolerance extranet,1,Isle of Man,0
1459,2016-02-12 01:55:38,78.96,50,69868.48,193.15,Stand-alone well-modulated product,0,Cayman Islands,1
